Image,png,brisque,nrqm,pi,nima,paq2piq,cnniqa,dbcnn,musiq-ava,musiq-koniq,musiq-spaq,clipiqa,clipiqa+,tre-koniq,topiq_nr,qalign,topiq_iaa,topiq_iaa_res50,laion_aes,antelopev2,arcface,buffalo
1_voice_en_35042678_ahead,0.png,37.80194092,4.075217247,6.784451784,4.528373718,66.66918182,0.356172651,0.417176664,3.840484381,49.83421707,51.66474915,0.578845382,0.444765896,65.33532715,0.505031407,0.067321777,3.35402441,3.829725981,4.272051811,0.749772078,0.724518239,0.734709641
1_voice_en_35042678_ahead,1.png,42.22137451,3.772318125,7.225451566,4.400609493,64.28020477,0.321538597,0.387623101,3.868875504,43.73545074,53.46015167,0.539647341,0.536921442,52.92634964,0.46373418,0.052215576,3.439080954,3.736724377,4.341662407,0.568204453,0.674783707,0.55411875
1_voice_en_35042678_ahead,2.png,45.50262451,3.88267231,8.444390008,4.049833775,69.14611053,0.336830288,0.35546267,3.857861042,41.1523056,53.16798782,0.409697056,0.524394929,51.97754288,0.441791415,0.061187744,3.40132165,3.80091548,4.075305462,0.485791346,0.633074105,0.476169128
1_voice_en_35042678_ahead,3.png,46.69598389,3.943320036,8.46782181,3.836709261,68.4769516,0.34484604,0.304734707,3.756174088,44.61411285,51.3225441,0.421252787,0.514147758,45.3600235,0.436671883,0.036712646,3.345723152,3.957166672,4.088701725,0.518751397,0.604336083,0.486582203
1_voice_en_35042678_ahead,4.png,44.02215576,3.926478624,8.016259485,4.332384109,68.89307404,0.304787815,0.326913953,3.861176252,46.48799896,54.6053009,0.463698298,0.560100377,53.62892914,0.480049223,0.072998047,3.461263418,4.033965111,4.246817589,0.576743301,0.637912393,0.505118804
1_voice_en_35042678_ahead,5.png,48.69207764,3.793661594,8.644295747,4.810050964,69.88313293,0.313718647,0.350261569,3.841008902,46.5515976,57.71712494,0.441045821,0.494755954,56.34509277,0.461561888,0.059753418,3.552371979,3.867876768,4.368632793,0.574363915,0.65098691,0.537535583
1_voice_en_35042678_dinet,0.png,30.20281982,5.979588509,4.410576144,5.62752533,59.74998474,0.441274613,0.368947566,4.589826107,57.83187866,60.34644318,0.59732306,0.618133187,39.60454941,0.373236358,0.387695313,4.508036613,4.767671585,5.048052311,0.83380657,0.857837796,0.823284944
1_voice_en_35042678_dinet,1.png,27.2086792,6.324231625,4.093268686,5.628129482,61.43608475,0.476238161,0.383398712,4.719191551,59.86179733,61.83176422,0.559898198,0.618709803,44.97782135,0.406513542,0.364257813,4.622158527,4.814045906,5.004024506,0.821083193,0.840235472,0.821403094
1_voice_en_35042678_dinet,2.png,29.37811279,6.007124424,4.343487352,5.565054893,60.62216187,0.44590202,0.360441387,4.607083797,58.98188019,60.80464935,0.522904813,0.603234529,41.29198074,0.383046746,0.335205078,4.486340046,4.781870842,4.911036491,0.807003161,0.849849164,0.813289109
1_voice_en_35042678_dinet,3.png,27.58514404,6.337752819,4.088480742,5.618731976,61.4995575,0.476113141,0.380350441,4.698282242,59.25505066,61.96453857,0.54629606,0.610428989,44.56206131,0.408389807,0.338623047,4.535511971,4.832518578,4.861752033,0.804458236,0.847445369,0.815404103
1_voice_en_35042678_dinet,4.png,30.64715576,6.070885658,4.290809281,5.597280025,61.03416443,0.453217596,0.358250231,4.627796173,58.52779007,61.05604935,0.526730776,0.596526146,41.82448959,0.391280979,0.368408203,4.487496376,4.809319496,4.988106728,0.804702431,0.841330469,0.809348248
1_voice_en_35042678_dinet,5.png,28.30389404,6.324193001,4.102946042,5.605414867,61.09339142,0.473134249,0.38176176,4.691928864,60.30803299,62.37740326,0.541065037,0.612012565,44.96544647,0.408123672,0.358886719,4.561868191,4.788554192,4.982732773,0.832439879,0.857969642,0.825372938
1_voice_en_35042678_dreamtalk,0.png,13.55828857,6.288223743,6.124123225,5.108911037,73.82065582,0.6520015,0.51396364,4.267379761,54.41002655,61.64991379,0.743456542,0.52981621,77.88209534,0.624289751,0.253173828,3.616769314,4.195118904,4.984327793,0.589884807,0.610329211,0.566261933
1_voice_en_35042678_dreamtalk,1.png,14.61053467,6.499828815,6.484367414,5.058223724,73.27096558,0.608834028,0.493117154,4.16425848,53.82078552,60.50270081,0.733408093,0.556657374,71.679039,0.563078642,0.209350586,3.648725033,4.139620304,4.86330843,0.635147334,0.623829484,0.610195602
1_voice_en_35042678_dreamtalk,2.png,17.21502686,6.616913319,6.399034859,5.021196365,72.95206451,0.618955612,0.44242689,4.244075775,57.25763702,59.60211182,0.656766057,0.486861885,68.68005371,0.552493215,0.188232422,3.53519249,4.352549553,4.890171528,0.616549437,0.699323237,0.635838766
1_voice_en_35042678_dreamtalk,3.png,16.38250732,6.50128746,6.929894338,5.106107235,72.79933929,0.625642776,0.456879318,3.99984622,53.11203766,58.82440567,0.700012624,0.526668727,70.41680145,0.557616651,0.181518555,3.532852173,4.157265663,4.595241547,0.639335818,0.653272867,0.610841556
1_voice_en_35042678_dreamtalk,4.png,19.87469482,6.345538616,6.903220382,5.037475109,71.90200043,0.621723413,0.41253531,4.223588943,52.64831161,60.38754272,0.681415617,0.524307609,65.58960724,0.553745687,0.187866211,3.625508785,4.224148273,4.871263504,0.634388134,0.70778954,0.635571273
1_voice_en_35042678_dreamtalk,5.png,22.03192139,5.846768856,6.678874522,4.857124329,70.69335938,0.597584605,0.375005454,4.162306309,52.27570343,60.09768677,0.589965105,0.517879963,65.05180359,0.521263897,0.177856445,3.502094746,4.268173218,4.646827221,0.584354645,0.699483752,0.58984527
1_voice_en_35042678_iplap,0.png,31.02996826,5.846810818,4.451297072,5.534468174,57.1280098,0.440209895,0.348880649,4.56930685,51.91000366,55.64231873,0.502123296,0.583029032,33.97101593,0.367236853,0.354003906,4.296260834,4.781765461,5.076440811,0.959875173,0.986534357,0.960250897
1_voice_en_35042678_iplap,1.png,28.65985107,6.065404892,4.14727083,5.472814083,59.42977142,0.47307682,0.374640018,4.669455528,53.05673599,55.82407761,0.520540833,0.601906419,39.72305679,0.392753512,0.303710938,4.39693737,4.807371616,4.999951363,0.954344857,0.961216092,0.952874092
1_voice_en_35042678_iplap,2.png,32.27215576,5.823534012,4.431562571,5.492927551,57.60313034,0.437480569,0.344183356,4.601566792,52.53831482,56.54351807,0.466362089,0.576115131,35.37224579,0.368204027,0.351806641,4.370151043,4.776136398,5.027089596,0.961636363,0.988254786,0.967689452
1_voice_en_35042678_iplap,3.png,29.70623779,6.08329916,4.156047651,5.504005909,58.91889954,0.471663535,0.375139147,4.689790726,52.96882248,56.54374695,0.506183624,0.59750396,40.11488342,0.394251347,0.320068359,4.391293526,4.758794308,5.03406477,0.968044866,0.986179113,0.970186688
1_voice_en_35042678_iplap,4.png,33.31219482,5.869229317,4.399392478,5.533588409,59.05046844,0.440113991,0.342869788,4.617830276,52.17116547,56.49494171,0.482285351,0.585733473,35.61392975,0.366103321,0.359130859,4.339848518,4.795003414,5.002508163,0.959227255,0.972087145,0.960185027
1_voice_en_35042678_iplap,5.png,29.80194092,6.093381882,4.158454946,5.490922928,58.68427658,0.471199393,0.373498261,4.678905487,53.63633347,56.07728958,0.514739633,0.599766076,39.81789017,0.395148218,0.319824219,4.379045486,4.779460907,5.063979149,0.962073519,0.986299276,0.967634382
1_voice_en_35042678_mkittalk,0.png,18.37957764,4.749554634,6.216824015,4.82538414,71.17845917,0.328770638,0.422830015,3.971121311,55.31851959,61.65126038,0.757147551,0.599169791,67.05919647,0.577566087,0.246704102,4.107860565,3.996802092,4.903728008,0.8355044,0.837625682,0.813216147
1_voice_en_35042678_mkittalk,1.png,27.38641357,4.272507668,6.897692447,4.687507629,69.7282486,0.321608156,0.351474643,3.781224251,43.34880829,60.57962036,0.653796732,0.563735664,56.43644333,0.519049764,0.196044922,3.586544991,4.006654739,4.673084259,0.751652519,0.813532889,0.785067262
1_voice_en_35042678_mkittalk,2.png,30.00457764,4.383775711,7.297651147,4.66347599,69.40996552,0.339966208,0.350316972,3.879003525,47.63502502,59.89060974,0.713267088,0.567467093,54.99753952,0.534691811,0.202270508,3.756504536,3.876788616,4.743618488,0.795889331,0.88533628,0.815537243
1_voice_en_35042678_mkittalk,3.png,25.74969482,4.17472887,6.902775299,4.202517509,65.96822357,0.325627655,0.305266112,3.702741146,40.90706635,54.82250977,0.595727205,0.522874355,46.19733429,0.508146167,0.167602539,3.356468201,3.852705002,4.53164959,0.832365629,0.873107016,0.825420813
1_voice_en_35042678_mkittalk,4.png,32.80291748,3.940898418,7.320179874,4.714500427,69.08803558,0.302990437,0.327312529,3.792956352,43.37425995,58.54248047,0.603154719,0.564471781,55.49757767,0.515206635,0.192138672,3.517982244,3.884840727,4.489953995,0.715855588,0.771279693,0.731676084
1_voice_en_35042678_mkittalk,5.png,27.94061279,4.330685139,6.51834447,4.630589962,68.37733459,0.305873007,0.333186567,3.849982738,42.9961853,60.38193512,0.635631144,0.514420092,52.01152039,0.521669865,0.179443359,3.556970119,3.891270161,4.409477234,0.854892719,0.905508637,0.853137668
1_voice_en_35042678_sad,0.png,31.29315186,5.626360416,5.492670843,5.930524826,74.19022369,0.372845322,0.440738529,5.004792213,68.36385345,63.11566162,0.601956487,0.609242439,78.61235046,0.564620495,0.502929688,4.71783638,5.058253288,5.518183708,0.785979168,0.905493975,0.809670265
1_voice_en_35042678_sad,1.png,35.12713623,5.093071461,5.627232393,5.81899929,72.53401947,0.328306168,0.396947503,4.947128773,67.21034241,60.05947113,0.525119781,0.622091055,71.70057678,0.524224818,0.516601563,4.719513416,4.883619308,5.196495056,0.771598167,0.897529542,0.806411502
1_voice_en_35042678_sad,2.png,31.94256592,5.337259769,5.610829417,5.745238781,73.71183014,0.359177738,0.412325919,4.909254074,66.35119629,61.4713974,0.511247456,0.630014718,71.6509552,0.53774786,0.514160156,4.66362524,4.858083725,5.308912754,0.806449411,0.909271359,0.836628714
1_voice_en_35042678_sad,3.png,34.11004639,5.281990051,5.776331513,5.759489536,74.07346344,0.366706669,0.38529259,4.889807224,66.1272583,60.96853638,0.441460192,0.602176249,70.66236115,0.537161946,0.495605469,4.542435169,4.798327446,5.088977814,0.768575261,0.875834048,0.757498098
1_voice_en_35042678_sad,4.png,34.9118042,5.417751312,5.531130156,5.879995823,72.40563202,0.355395496,0.41562286,4.920232773,68.86946869,59.92086029,0.506433129,0.592436552,72.26596832,0.538313568,0.521484375,4.643488407,4.700453758,5.172995567,0.807190003,0.884553671,0.827966926
1_voice_en_35042678_sad,5.png,35.84344482,5.467339516,5.725019829,5.801418781,74.22346497,0.347207218,0.406229109,4.938925266,67.56925964,63.52672195,0.540221334,0.613338113,70.54608917,0.548232734,0.529785156,4.690459251,4.890114784,5.105236053,0.81706375,0.915275037,0.822464111
1_voice_en_35042678_vidtalk,0.png,39.83074951,3.609405994,5.956552304,5.769421101,48.16331482,0.258816957,0.273966432,4.228373051,52.14495087,56.3070755,0.404551566,0.541136265,24.71022224,0.281737208,0.285644531,4.149578571,4.654403687,5.13471508,0.824799199,0.887455046,0.780469905
1_voice_en_35042678_vidtalk,1.png,38.1696167,3.745293856,5.874735006,5.814509392,49.52026749,0.257222027,0.247736603,4.311554432,52.11686325,53.10168839,0.381069928,0.526112139,24.73418808,0.291205347,0.293945313,4.238384247,4.702507496,5.104723454,0.859683833,0.909275889,0.842556339
1_voice_en_35042678_vidtalk,2.png,38.45281982,3.740059853,5.886548857,5.749559879,49.22074127,0.261602849,0.252525032,4.29946804,51.76334,52.93515778,0.380668432,0.533199012,25.58362007,0.290102124,0.291015625,4.229137421,4.680104256,5.160299778,0.833228605,0.872385979,0.768474505
1_voice_en_35042678_vidtalk,3.png,38.24920654,3.745341778,5.86460413,5.922510624,49.96292877,0.254265398,0.242414564,4.318577766,52.23471451,53.54585266,0.375986576,0.525826573,23.6282177,0.291457295,0.281982422,4.263053894,4.691706657,5.083266258,0.848312864,0.897282481,0.82586858
1_voice_en_35042678_vidtalk,4.png,38.46112061,3.750558138,5.873681639,5.864507675,50.25585556,0.261264801,0.248097599,4.285011292,52.7881012,53.1685257,0.38517037,0.53653729,25.3415184,0.296595037,0.327148438,4.274372578,4.726275444,5.241351604,0.822838413,0.853072882,0.791380039
1_voice_en_35042678_vidtalk,5.png,38.78485107,3.73917079,5.8376968,5.859399796,49.88433075,0.254980057,0.247793809,4.318594933,51.86317444,52.45383453,0.371153027,0.528095901,25.05909538,0.29235208,0.305664063,4.315939903,4.703493595,5.17548275,0.829051266,0.896066904,0.79123351
1_voice_en_35042678_wavlip,0.png,45.49090576,5.623703003,5.0422805,4.784579277,53.88266754,0.438280642,0.341726363,4.633972645,40.28943253,50.33382416,0.325263351,0.414161921,27.02225113,0.316832721,0.229736328,4.183908463,4.710184097,4.411883354,0.846399643,0.839649081,0.826629776
1_voice_en_35042678_wavlip,1.png,41.49920654,5.775948048,4.910011216,4.914306164,55.4588089,0.460753351,0.359163225,4.744181633,41.82514191,50.8971405,0.330788016,0.396301806,30.62832642,0.338107377,0.24597168,4.210981846,4.745413303,4.566752434,0.847781761,0.855287075,0.854875016
1_voice_en_35042678_wavlip,2.png,41.56170654,5.822507858,4.915633634,4.875728607,56.22962189,0.461506993,0.36299935,4.706865788,43.59659576,51.10682678,0.323863715,0.392532408,31.48897362,0.341309279,0.252441406,4.231485367,4.763403416,4.851579666,0.904717223,0.938089967,0.913238334
1_voice_en_35042678_wavlip,3.png,41.27557373,5.800493717,4.895594236,4.795398712,55.73573303,0.4592731,0.36074847,4.741937637,42.71932983,51.99246979,0.321501702,0.37868169,30.65202141,0.337462455,0.229858398,4.225755692,4.741381645,4.569271564,0.861558714,0.867399335,0.856621357
1_voice_en_35042678_wavlip,4.png,41.39715576,5.809916496,4.918955832,4.942222595,56.05191803,0.462572426,0.362043113,4.751225948,42.90373611,51.40518188,0.323258668,0.38348797,30.75197983,0.337850899,0.252441406,4.220008373,4.773062706,4.698913574,0.867053213,0.917174578,0.887101298
1_voice_en_35042678_wavlip,5.png,41.47479248,5.792988777,4.928881149,4.935511112,56.33964539,0.46204567,0.361910284,4.710725784,43.62815857,51.60990143,0.330052108,0.389620483,31.22870445,0.341372669,0.240600586,4.236075401,4.767007351,4.709537029,0.890269023,0.901678145,0.878009439
1_voice_en_35042679_ahead,0.png,34.54998779,4.189659119,6.451995908,4.754789352,67.94856262,0.343731225,0.422037393,3.721029997,52.08524704,54.77607346,0.615925789,0.495922893,67.4966507,0.510566413,0.088806152,3.479049206,3.852643967,4.525789261,0.769127766,0.735471487,0.737392122
1_voice_en_35042679_ahead,1.png,45.64080811,4.111358643,8.077928006,4.324606895,67.32655334,0.303872883,0.357799172,3.664753199,44.28417969,54.73018646,0.442752689,0.505361557,55.64083481,0.461168498,0.079040527,3.471203327,3.905784369,4.059362888,0.555247423,0.665542483,0.524493002
1_voice_en_35042679_ahead,2.png,42.48358154,3.975852966,7.759872783,4.584815979,70.98600006,0.318558156,0.378562152,3.889595985,49.55884552,51.77201462,0.475981444,0.551251233,57.32189178,0.465917856,0.088806152,3.533856869,3.754786015,4.39974308,0.584791239,0.698656678,0.565049653
1_voice_en_35042679_ahead,3.png,44.44500732,3.782293558,8.224276028,4.366308212,66.76445007,0.33699739,0.360204667,3.738009214,46.04320526,56.34581757,0.477734774,0.511958003,51.24455261,0.455935985,0.045837402,3.521465302,3.731113911,4.273870468,0.533300187,0.636694789,0.471156757
1_voice_en_35042679_ahead,4.png,45.11248779,3.711941719,7.8593085,4.207934856,70.53142548,0.37825951,0.411428303,3.782813549,49.84298325,55.40065002,0.54867202,0.520221174,59.86820602,0.463502795,0.056762695,3.56311965,3.997965336,4.526447773,0.552488526,0.650155842,0.519973022
1_voice_en_35042679_ahead,5.png,46.05096436,3.896077871,8.53372562,4.297110081,65.53992462,0.322426677,0.325485319,3.680332661,36.82135773,50.65716553,0.415700108,0.540553212,47.122612,0.44937253,0.044830322,3.356915474,3.938053846,4.221848488,0.463386187,0.606560171,0.423050778
1_voice_en_35042679_ahead,6.png,46.79656982,3.874147654,9.788814017,4.513619423,66.97225189,0.320027262,0.379278511,3.826499462,43.84465027,59.08722687,0.485510737,0.540704787,53.65827179,0.44692418,0.055450439,3.365238428,3.868824005,4.582888603,0.504900763,0.632943869,0.47683425
1_voice_en_35042679_ahead,7.png,45.82733154,3.969102144,8.600039023,4.049078941,64.94504547,0.330368847,0.357550889,3.830280542,41.52618408,54.16662598,0.458793372,0.527905762,53.35969162,0.455543637,0.049468994,3.389334202,3.910166025,4.179048061,0.486417032,0.596155822,0.430016294
1_voice_en_35042679_dinet,0.png,30.23016357,5.972249031,4.411928305,5.662597179,59.44621277,0.442987323,0.36899364,4.590517998,57.7638588,60.26498413,0.602608442,0.618319154,40.37798309,0.373370111,0.390869141,4.486654282,4.764685631,5.035634995,0.83197686,0.847397208,0.824966897
1_voice_en_35042679_dinet,1.png,27.48651123,6.333340168,4.102705448,5.6176548,61.10139465,0.478991985,0.38438338,4.686163902,59.32357025,62.00682068,0.552725971,0.611691415,45.21817398,0.411880821,0.352783203,4.555130959,4.796619892,4.859429836,0.809938817,0.847362041,0.812434153
1_voice_en_35042679_dinet,2.png,29.5211792,6.014681339,4.347141548,5.596909523,60.73900604,0.446469218,0.360574037,4.610415459,58.68464661,60.9744873,0.521322548,0.60479033,41.42900848,0.386346102,0.331542969,4.50990057,4.789023399,4.955862045,0.80647644,0.840607285,0.807057499
1_voice_en_35042679_dinet,3.png,27.76727295,6.340465546,4.094566502,5.614788055,61.19250488,0.473968625,0.382385552,4.706929207,59.57674408,61.83384705,0.535131872,0.611803353,44.84563446,0.412299067,0.36328125,4.590001106,4.749905586,4.782274723,0.813079463,0.838266611,0.819112966
1_voice_en_35042679_dinet,4.png,30.97039795,6.029690742,4.307370786,5.545422554,60.68165588,0.455168396,0.359853268,4.610887527,58.41025925,60.81147766,0.521839738,0.598990679,41.42906952,0.38574186,0.333496094,4.483054638,4.843975067,4.902656555,0.791119881,0.835620761,0.80296233
1_voice_en_35042679_dinet,5.png,28.34832764,6.324006081,4.105658292,5.571669102,61.06930923,0.474752277,0.380855411,4.677820206,59.84854126,61.95498657,0.540356815,0.608325958,44.79445648,0.406361431,0.337158203,4.566775799,4.814433575,4.834420681,0.817758788,0.851200044,0.822479478
1_voice_en_35042679_dinet,6.png,30.7789917,6.066633224,4.291286202,5.631575108,60.65686035,0.447854906,0.35869956,4.620898247,58.44278336,60.41887283,0.540340722,0.599234402,41.47517395,0.387060314,0.373535156,4.51362896,4.830086231,4.98494482,0.809524692,0.829700649,0.806428951
1_voice_en_35042679_dinet,7.png,28.24725342,6.324295044,4.108304055,5.610452175,61.12041855,0.473102897,0.38092351,4.696886063,60.29602051,62.28379822,0.546086252,0.611391246,45.05855179,0.409408361,0.3671875,4.575285435,4.808509827,4.995126724,0.829076838,0.854114532,0.821246774
1_voice_en_35042679_dreamtalk,0.png,14.28094482,6.34498024,6.021237895,5.304610729,73.94703674,0.643781543,0.516617596,4.214399338,54.63748932,62.81248093,0.745570004,0.525273919,78.23453522,0.623058558,0.249389648,3.705000401,4.18776989,5.056159019,0.59534206,0.629203022,0.575085062
1_voice_en_35042679_dreamtalk,1.png,17.54803467,6.160879612,6.536837608,4.751170158,72.63193512,0.596348643,0.465201408,4.025407791,52.27619171,62.41750336,0.668055713,0.506406665,68.71626282,0.550413013,0.182739258,3.611755371,4.20013237,4.350214958,0.583636855,0.63672483,0.579709113
1_voice_en_35042679_dreamtalk,2.png,17.35028076,6.694951057,6.491451447,5.012190819,72.48146057,0.63938719,0.425227433,4.346057892,54.77318573,60.79821014,0.715852916,0.522240281,68.29123688,0.563760579,0.144775391,3.736883163,4.122419834,5.122596741,0.640213714,0.726200461,0.650502687
1_voice_en_35042679_dreamtalk,3.png,19.66082764,6.343178272,6.621374131,4.845061302,72.21987152,0.611853659,0.456844479,4.226439476,54.77250671,63.04985809,0.680509269,0.497302562,70.38289642,0.538084745,0.164672852,3.437870264,4.161134243,4.494904041,0.609094746,0.682404399,0.620025774
1_voice_en_35042679_dreamtalk,4.png,22.27313232,6.260177612,6.695632497,5.08428669,73.31783295,0.613313258,0.451620877,4.22870779,56.1273613,59.01137543,0.672761619,0.515253782,66.49777222,0.564275384,0.241210938,3.568138838,4.214167595,4.877601624,0.669059273,0.717530489,0.678831191
1_voice_en_35042679_dreamtalk,5.png,22.93914795,6.152643681,6.503872955,4.811571598,69.78383636,0.606467724,0.360681593,4.073354721,50.7050705,59.9690361,0.632121265,0.509404957,62.19327164,0.503666222,0.116943359,3.536520004,4.201571465,4.543147087,0.588347361,0.673510313,0.587340104
1_voice_en_35042679_dreamtalk,6.png,21.68280029,6.176839352,6.672797105,4.90064764,71.49235535,0.567505121,0.366972774,4.124902725,52.76255417,59.80702209,0.535898507,0.469544023,58.53090668,0.543445706,0.115844727,3.567151785,4.178334236,4.590068817,0.600783934,0.641109347,0.580832389
1_voice_en_35042679_dreamtalk,7.png,21.75018311,6.060048103,6.779474842,4.694726944,72.98642731,0.617159724,0.40555349,4.283110619,52.69821167,60.47615814,0.656212211,0.499690801,63.94049835,0.540992975,0.178344727,3.513367176,4.109467506,5.007773876,0.60701786,0.686312675,0.596273969
1_voice_en_35042679_iplap,0.png,31.08416748,5.83825016,4.443617777,5.53893137,56.84508514,0.440968156,0.349922776,4.575665951,51.81548309,55.69081116,0.504704475,0.585619926,34.10340118,0.365491271,0.352783203,4.320958614,4.784656525,5.103712082,0.953761502,0.983687937,0.954147237
1_voice_en_35042679_iplap,1.png,28.53826904,6.026732922,4.14806412,5.449389458,58.84578705,0.471893966,0.376317799,4.688317776,52.41908264,56.38689804,0.514777839,0.597047508,39.87313461,0.390511364,0.299316406,4.408087254,4.797145367,4.846617222,0.954727335,0.951761603,0.944085352
1_voice_en_35042679_iplap,2.png,32.37371826,5.826811314,4.431972884,5.482511997,57.64369202,0.439078569,0.345302075,4.599321842,52.70681763,56.54011917,0.47999683,0.584757566,35.97619629,0.370063126,0.362060547,4.343111992,4.750677586,5.007722855,0.958334072,0.979638934,0.967926092
1_voice_en_35042679_iplap,3.png,29.77655029,6.08655262,4.157985647,5.495493889,58.95695877,0.471753955,0.375038803,4.689662933,53.2857666,56.29094696,0.510552585,0.600955665,40.39912033,0.39523387,0.325195313,4.389798641,4.781470776,5.03233242,0.95788516,0.984058261,0.966400901
1_voice_en_35042679_iplap,4.png,33.56170654,5.855954647,4.405647785,5.511154175,59.24544907,0.440776497,0.3421202,4.611675739,52.02862549,56.3544693,0.477751821,0.583321989,35.6067276,0.368500054,0.342773438,4.349121571,4.772205353,4.996393204,0.964319948,0.982958436,0.966476743
1_voice_en_35042679_iplap,5.png,29.74920654,6.081700802,4.15514035,5.525807381,59.0559082,0.473649472,0.375269532,4.694234848,53.3572998,56.55611801,0.510558903,0.595997393,40.02463531,0.394622326,0.314697266,4.383256912,4.775555134,5.054751873,0.965526478,0.988905668,0.96834053
1_voice_en_35042679_iplap,6.png,33.28240967,5.892657757,4.39968841,5.473965645,58.9054985,0.438563794,0.340394437,4.603092194,52.55028915,56.47615051,0.474998385,0.582502604,35.25972366,0.367846578,0.369384766,4.327523708,4.74526453,5.037474155,0.955358172,0.978993654,0.958900283
1_voice_en_35042679_iplap,7.png,29.83953857,6.098064899,4.158657963,5.492797375,58.97889328,0.470862418,0.376509249,4.682426453,53.5300293,55.90461731,0.510267258,0.599106789,40.23923492,0.394161046,0.316162109,4.407239437,4.788486958,5.016425133,0.958139834,0.983328283,0.963906652
1_voice_en_35042679_mkittalk,0.png,17.23260498,4.519365311,6.881413746,4.827462196,70.9613266,0.311475694,0.421900302,3.932305813,55.51774216,59.63075256,0.733880997,0.582946956,67.71355438,0.569861531,0.225585938,4.075689793,3.982351065,4.909897804,0.799928214,0.783624709,0.765213839
1_voice_en_35042679_mkittalk,1.png,24.06072998,4.140188694,6.962689101,4.426618576,68.02202606,0.315180659,0.376121908,3.654546738,43.17055511,62.04468155,0.688719809,0.582126677,57.41446304,0.526187241,0.140136719,3.669699907,3.96473074,4.408786774,0.726505242,0.715854883,0.703546047
1_voice_en_35042679_mkittalk,2.png,27.78143311,3.980475664,6.8664071,4.681528091,68.85343933,0.305372775,0.367959082,3.87183404,47.06461334,59.61780548,0.707102954,0.581295907,55.44730377,0.539137185,0.208496094,3.730046988,3.870693207,4.768537521,0.763299176,0.78237766,0.751164402
1_voice_en_35042679_mkittalk,3.png,31.02020264,4.025729179,7.699366266,4.515257835,65.94155121,0.294660032,0.352398604,3.782271862,43.60159302,58.79594803,0.633951366,0.565762699,51.93726349,0.519388616,0.146484375,3.700782537,4.105250359,4.441669941,0.794329034,0.799218774,0.78149051
1_voice_en_35042679_mkittalk,4.png,26.34588623,3.946760416,7.280697403,4.831536293,69.55545807,0.310077637,0.353504539,3.980761051,45.56266785,60.89580917,0.621328354,0.540459633,50.08475113,0.52452141,0.217041016,3.700400829,3.862370729,4.731100082,0.772824713,0.801882267,0.763513203
1_voice_en_35042679_mkittalk,5.png,30.9196167,3.867131472,7.5546419,4.394211292,57.68605042,0.30899477,0.301139474,3.761811018,41.00089645,53.78827667,0.639172792,0.562889695,46.73200989,0.503485978,0.183837891,3.715963364,3.969985008,4.448704243,0.797127866,0.816314757,0.782178091
1_voice_en_35042679_mkittalk,6.png,16.6227417,4.016135216,6.737707722,4.464328766,67.14483643,0.333833665,0.365278453,3.657198429,48.5278244,51.98249817,0.664849579,0.599613369,60.79486847,0.513340175,0.213867188,3.696557045,3.894947767,4.811665535,0.685472631,0.733817756,0.699547833
1_voice_en_35042679_mkittalk,7.png,19.19744873,4.522511005,6.645530523,4.690606117,67.7559433,0.334881485,0.368680179,3.765373707,48.21865845,57.81173325,0.733581424,0.580836236,61.69936752,0.530113757,0.176879883,3.857188225,3.836096287,4.608551979,0.835003144,0.884472847,0.852077992
1_voice_en_35042679_sad,0.png,34.51824951,5.326936245,5.531734338,5.788938522,73.80310059,0.369249761,0.424565226,4.763342381,68.37247467,63.95979309,0.598745763,0.621038496,75.63038635,0.559749663,0.506347656,4.807902336,4.922214508,5.270207405,0.824301285,0.905934334,0.846997372
1_voice_en_35042679_sad,1.png,39.03826904,4.236568928,6.414458422,5.524893761,70.67682648,0.363469869,0.390752256,4.627940178,63.9185257,57.84732819,0.442278117,0.597282887,68.5777359,0.48888734,0.420410156,4.472693443,4.631203175,5.386035919,0.651139597,0.729219496,0.545327732
1_voice_en_35042679_sad,2.png,32.78192139,5.459263802,5.652019772,5.874795437,73.70469666,0.370435208,0.413086832,4.90545845,67.40694427,62.1088829,0.536122918,0.607492626,72.08359528,0.526937008,0.515136719,4.720672131,4.871691704,5.199128151,0.794045925,0.907452404,0.831749348
1_voice_en_35042679_sad,3.png,33.41912842,5.104734898,5.857668865,5.8344841,74.14929199,0.374795973,0.412974119,4.959191322,66.4376297,62.43548584,0.533136785,0.625042617,71.67666626,0.537356377,0.512207031,4.70916748,4.901663303,5.035796165,0.801169965,0.891455948,0.8031964
1_voice_en_35042679_sad,4.png,31.22674561,5.400578976,5.425576256,5.797096252,75.3764801,0.365463227,0.431800336,5.031880856,68.21903229,60.69595337,0.520208299,0.619364023,73.77390289,0.553277969,0.521972656,4.758403778,4.910491943,5.182490349,0.805408126,0.895636916,0.82840849
1_voice_en_35042679_sad,5.png,34.67840576,5.25521946,5.942561992,5.761397362,72.30755615,0.352014661,0.406058669,4.948406219,66.76422882,58.62396622,0.519671559,0.620494962,71.58782959,0.530121624,0.518554688,4.759245872,4.910773277,4.935109138,0.787749892,0.89817071,0.826558291
1_voice_en_35042679_sad,6.png,35.44744873,5.330740452,6.213641209,5.799331665,73.82068634,0.374420643,0.395495325,4.896307945,68.0714798,61.45679855,0.508317113,0.60622251,72.64567566,0.538734734,0.504882813,4.643671036,4.775598049,5.131393909,0.722567027,0.815381765,0.615866624
